@relation imdb-sentiment-2011-weka.filters.unsupervised.instance.Resample-S1-Z50.0-weka.filters.unsupervised.instance.Resample-S1-Z10.0-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z10.0-no-replacement-V

@attribute Text String
@attribute reviewLaenge NUMERIC
@attribute satzZeichenAnzahl NUMERIC
@attribute informationsDichte NUMERIC
@attribute class-att {pos,neg}

@data
'wonderful bizarre notfalse problem ill-conceived uplifting ',817,10,0.07221542227662178,neg
'killjoy good killjoy 2 notbad wrong excuse bad stinks killjoy fault worst solid kills terrible top worst work bad good like ',1013,13,0.12240868706811452,neg
'complained brilliant complained poor notnotdamn genuine great love interesting notlucky important ',1827,15,0.05363984674329502,pos
'hate didnt like unfortunately dont terror nasty lead terror notlacking important good irritating leads unfortunately rape fair pleasing brutal powerful forceful keen good like lacking bad boring lacking tension difficult pretty crappy exploitation recommend ',2207,13,0.1169007702763933,neg
'cheaply superb 2 notdisappointed appalling mess troubled uneven dont incredibly violent terrible bad notpositive nice like thank notsucks ',1125,10,0.12266666666666666,neg
'magnificently fine famous convincing great well-known exciting well ',663,11,0.10256410256410256,pos
'pure wonderful fall romantic falls celebrate happiness ',872,20,0.06307339449541284,neg
'top great perfect great great devious comical balanced dark love dark humor well angry rage vengeance ',785,10,0.12993630573248408,pos
'silent silent like notbad lack repetitive dont well slow soft soft nice autonomous problem regard ignore ',1095,11,0.0958904109589041,neg
'positives shallow fickle appeal dont fame failed liberty ',774,7,0.07364341085271318,neg
'like notbreaks wonder like poorly dead 3/10 ',740,7,0.05945945945945946,neg
'garbage stumbled crooked notlove funny didnt good dont ',691,12,0.07959479015918958,pos
'good like wonder dont ',224,2,0.09821428571428571,neg
'evil orphan support evil spite charismatic good dark works mess brilliant notsorry disrespectful notstupid stereotype excellent dark dark evil ',1904,15,0.07510504201680672,neg
'well disappointed striking good cool fat sad good notconfused like pretentious dont correctly bad good dont ',1029,25,0.10495626822157435,neg
'pretty bad bother wonder slow dull mad strange unfortunately notcute strange monster ',642,5,0.13239875389408098,neg
'bad bad like 2 rabid zombie pain plot good convincing good ruined waste dont regret ',658,4,0.1276595744680851,neg
'killer interesting notinteresting works tenderness works well killer killer reclaim notwhine complaint dont gritty like glorify like recommend ',1659,23,0.0861965039180229,pos
'great dark horrifying perfectly surreal like angel wrong forbidden dark like like plot luck plot strange unusual dont appreciate hate ',963,20,0.1391484942886812,pos
'worst 9 inept respect fetid good misses nice notgood worst ugliest weary cynical wins right ',1449,18,0.06349206349206349,neg
'good recommend enjoys gritty well believable entertaining unbelievable work well failed 10/10 ',674,4,0.1394658753709199,pos
'fooled bad 2 terrible dumb lame stump threatening like bad survival notbs suffering well dont waste ',1148,24,0.08710801393728224,neg
'funny hard stark excellent sorry 3 10 ',322,6,0.11801242236024845,neg
'best gladly entertain like notlike notlike ',464,14,0.09267241379310345,pos
'loved 9 10 adorable likes refreshing didnt like worked enjoyed supporting cute not',668,7,0.12275449101796407,pos
'enemy greatest revive extraordinary well magnificent abundant breathtaking great winner ',1564,12,0.056265984654731455,pos
'helping tortures twist torture slow notgood notbad critics notbreak garbage ',679,8,0.11192930780559647,neg
'smart sparkling didnt plot appeal like bewilderingly awful great better languish supporting silly misunderstanding lazy enjoyable dont frustrated disappointed ',1021,9,0.15572967678746327,neg
'work notright delayed success works remarkably well noise kill didnt like grudge good 9 10 grudge significant well grudge 3 slower grudge notconcerned plot well works well flaws plot poetic surreal notworth grudge well well well unusual better 3 good beautifully effective slowly enhances shortage bizarre fans interesting intimate interesting scary like scary fairly well 10 notridiculous appropriate grudge fine talent cost-effective fans like ',4752,32,0.09385521885521886,pos
'awful right funny classic ',312,4,0.08333333333333333,neg
'interesting like better like not',694,7,0.04610951008645533,pos
'zombie cheesy sub-par notdont didnt like zombie agonizing like 2 like zombie incoherent free ripped 1 10 wont ',1145,27,0.09606986899563319,neg
'notbad loved excited disappointed correct didnt dont waste ',665,11,0.0887218045112782,neg
'sneak problems lead favorite worst great dont great best ',838,10,0.06801909307875895,neg
'like ecstasy creative work clearly classic notstrange bitch superior strong indulge thank overrun nightmare 7 pleasantly awe great great decent better worth love wow hate love sadly afraid wont notlike notsplatter splatter ',2285,38,0.0975929978118162,pos
'depression ambitious falling love mystery romantic mystery bickering twist favorite liked happy poverty pleasure like enjoyment effective credible unbelievable intelligence grossly complicated hectic romantic classic romantic enjoy ',1293,6,0.1794276875483372,pos
'bad bad bad embarrassment bad unfortunately notgood appeal shame didnt good unfortunately notgood appeal shame didnt good ',697,15,0.1750358680057389,neg
'worst free ashamed like scary terrible better failed falls clever worst plot lack plot terrible terrible ',726,10,0.1446280991735537,neg
'like worst downfall best bad stale plot bad disliked cool horrid critical better ',1372,15,0.05903790087463557,neg
'success miss love amazingly dull exceptional depressing good somber like better cheating sad loved love didnt like notcomplaint amazed unusual notcool unhappy ',1886,20,0.08430540827147402,neg
'top cons scams worth crap cons sham scam dont pan bunk cons ',786,15,0.07633587786259542,neg
'entertaining better overlook favorite outstanding lone good good ',725,5,0.0896551724137931,pos
'delight maturity enough creative notentertaining interesting hilarious well delightfully believable well excellent delightfully soft sensitive ridiculous hot solid fine solid shallow humorously simplistic entertaining ',1779,13,0.1225407532321529,pos
'right led great didnt bother ridiculous hell beautiful notnotsilly loses devastating modern best notrelentless terrific like tanks led wonderful bloody works vice effortlessly exciting benefits notpander enjoy hefty decent nottop better notflaws hell pretty lame detract like prominent right ',3466,43,0.08424697057126371,pos
'good like annoying like annoying hard liked beautiful pitiful worthless boring 10 ',949,12,0.08640674394099052,neg
'loving love gross exploitation fun drag top stupid badly appreciate better ',641,10,0.11700468018720749,neg
'wonderful entertains recommended 9 lovely struggling ramshackle right tenacious sweet magic loves silly dangerous delightful miracle authentic entertains unnerving frightening scare wonder faith good 10 10 ',1396,27,0.14756446991404013,pos
'fiction breaks unfortunately crushed lack poor unbearable dont terribly gorgeous like ',1074,11,0.08007448789571694,neg
'notplot dead excuse willing defeat isolation creative ',508,6,0.1062992125984252,pos
'right 1 beloved 2 hated tops love hate dont ignore death 10 work 8 great loss well approval lead notfree spirited talented crisp authentic notslow wasted famous win death well fine critical golden glory great ',4107,55,0.05088872656440224,pos
'disgusting hard like love ',854,10,0.03044496487119438,pos
'good right like cute fun like notlike like nice notwonderful notworth 8 ',879,17,0.08191126279863481,pos
'dont propaganda death improvement amazing achievement admirably appropriate belated fiction like ',1267,7,0.07655880031570639,neg
'modern bad notstunt stunt incredible like won award best best loves ',840,6,0.08095238095238096,pos
'recommend likes good good notwell better fiction intelligent good notbetter notfun magic great ',643,11,0.14774494556765164,pos
'love love 2 promising nice homage classic great notshock interesting bore notenough ***** ',750,7,0.12,neg
'wild hate desperately plot amusing missed good notangry ',979,14,0.05720122574055159,neg
'worst work notworst unbelievably horrible fell ',269,4,0.17472118959107807,neg
'spoiled hard awful flaw damn jerk worth opulent devil top affable charming heck dislike wreck evil fortune improbably romantic rape nothate loves happily helpless steal fall love lost ',2402,25,0.07660283097418817,neg
'good tired ',253,4,0.043478260869565216,neg
'fail fans notevil liked showdown dont liked convoluted plot joke joke joke didnt like ',751,7,0.11451398135818908,neg
'sad plot recommend good ',660,19,0.03636363636363636,pos
'loved fiction like love liked fiction patient unrealistic notworst distracting annoying desperately dont sickness 10 ',665,7,0.17593984962406015,neg
'excellent works amazing talent suffer ',283,4,0.13427561837455831,pos
'inventive complex loses pointless best bad classic vileness incomplete plot cool appeal long-time fans best strong top ',1215,12,0.09794238683127572,pos
'entertaining lead fun negative notfun appealing like goofy dont crazy stereotypical good dont fun stealing lying nicer rotten dead reform ridiculous like reform notfall death good evil outstanding bad effective tough pretty effective reform believable fun interesting bad good bad stereotypical pure dead bad like rough far-fetched works entertaining ',3664,36,0.09579694323144104,pos
'didnt dumb pretty good enjoy bad horrible bad work like crashed 10 ',804,13,0.08333333333333333,neg
'liked pleased good intense strong like beautifully infamous popular powerful admirer ',794,5,0.1070528967254408,pos
'best excellent great ',381,4,0.05511811023622047,pos
'love well loves notbeautiful 3 nice nottalent love enjoy best amazing notnotlike ',942,21,0.08598726114649681,pos
'notstrange rubbish scared notscariest lies dead hell deaf corrupt loved ',654,7,0.11009174311926606,pos
'marvelous sweeping lead marvelous courage adversity humour marvelous wont ',508,7,0.14566929133858267,pos
'like love loved loved like love crash boring unimaginable good poorly unsure offend amuse notconsistently like good dull ',803,11,0.1506849315068493,neg
'nonexistent badly steady plot hollow illusion conspiracy boring excuse nice rusty nice regret ',750,4,0.12533333333333332,neg
'good like disappointed accomplish better breathtaking dead fans mess notperfect unease pretty thank notbetter wont perfect well perfect nasty mystery notspooky horrific crippled well-intentioned best dead problem damn impossible best unfortunately damn cute evil masterfully death good best right top notbloody ',3830,34,0.08120104438642298,pos
'wonderful fantastic enjoyed powerful work brilliant work blatant notwonder excitement notmindless notnotwonderful enjoyed wonderful ',1291,27,0.10224632068164213,pos
'envy success envy notworst honor honor funny notsad not',622,12,0.08842443729903537,neg
'disgrace crap better silly prison work free kills enemy misses 2/10 better ',969,13,0.07739938080495357,neg
'notodd gem like pretty lean cheap incredibly inept pretty dull altruistic like notmalicious misunderstood led killing interesting paranoia good recommend ',951,6,0.1619348054679285,neg
'like brilliant didnt tortured lonely sink despair suicide cry recommend sadness genius happiness shame despair ',1119,10,0.09919571045576407,pos
'unfortunately spoil master humor craziness fun 10 lost sink 10 bad worse peace unforgettable gems 3 cruel dont nice ',907,12,0.1278941565600882,neg
'awful beautiful wealthy break properly death properly curse killer revelation killer ineffective notfrighten cheap thrills tepid attacks bleeding protracted killer desperately diabolical embarrassing notpositive dull pretty pity misery junk agonizing heroine killer intriguing intimidating tough steep stumbles murder killer leading wonder bothered ',2544,25,0.13718553459119498,neg
'notliked notloneliness love lead mistress hurt love notlove good notfalls miserably incomplete right honest effectively romantic interesting good love love perfection love honest gorgeous generous worthy best like well problem worthy brilliant superficial split mistake honesty wrong imperfection spoil perfect worth unfortunately notenough appreciate sweeping ',3588,31,0.10061315496098104,pos
'doubt best disagree fans notlike well scary good kill bad clearly right wrong dont notrecommend crap worse better scared 10 enjoyed enjoyed 9 ',1254,9,0.11323763955342903,pos
'excellent pathetic utterly sad ',364,5,0.08516483516483517,pos
'impressed excited 6 disturbing evil notmundane killer breakthrough failed excessive lack top lead annoy bad entertaining irritate unexplained dripping effective pales like tension consistently failed nottop ruins killed anger reprimand redeem idiot stupid regret idiocy terror poorly well pretty killed massacre fear kill dont waste sub-par scary satisfying like ',2400,17,0.15125,neg
'celebrate fascinating well plot dont danger available ',771,7,0.07003891050583658,pos
'gold badly popular harmony wild impressed naughty pretend love notblind hot lovable dizzy like stole lost good worked well inevitable notsexy fans devastated failing loved ',3080,45,0.05584415584415584,pos
'stunt good like fantastic like cool perfection ',360,4,0.13055555555555556,pos
'pretty good love best better like blow enemies great ',276,6,0.19202898550724637,pos
'entertaining funny interesting notworth ',469,6,0.08528784648187633,pos
'lovely amazement pretty dont bad fine lead stole smile fear well ',605,5,0.10743801652892562,pos
'humor accurately easy corrupt like sick humor intense depressing best dont illness dont ',729,10,0.12071330589849108,neg
'suicide loud ',188,2,0.06914893617021277,pos
'notworth trash work poor idiotic bad strange succeeds strangest inane plot worry didnt plot led die hell lackey hell well like like fool devil right fat 3 dont like dont fall love longing dont dont drag glamorous dont good fatty ',2428,24,0.0943163097199341,pos
'well hilarious good plot talented great ',268,4,0.14925373134328357,pos
'best love kill best energetic enjoying mature confident right imaginative overwhelming superior boring lovely dynamic great fun good losing mediocre lapses continuity good notfans miss notmemorable notbest love golden sneer mature didnt notfrolic desperate fine tiresome struggle grace lead not',2920,23,0.10068493150684932,pos
'unworthy impressed 1 2 great notimproved dont wrong 1 2 well superb fun well fantastic success clever appropriate perfect witty clear talents perfectly loved notsuperbly worth 1 2 effective complemented catchy playful problems easy devilishly tricky entertaining fun curse curse abundant good difficulty dont entertaining well stupendous non-violent suitable complex problem progress perseverance best exaggeration ',3522,34,0.11783077796706416,pos
'worst zombie like ',268,4,0.06716417910447761,neg
'like divine great vulnerable weak undermining hard charm inept evil badly hothead overthrow fidelity worthy betray risk falling favor risk bother like ',1688,16,0.08945497630331753,neg
'fun good twists notlost plot talent worth ',470,17,0.08936170212765958,pos
'unscrupulous shock boring transparent flounder work available notgarbage like ',609,6,0.12807881773399016,neg
'7 bored interesting like improved incredible good like rogue decent didnt better like bland intriguing succeed faithful pretty dont nice available available worth inspiration ',1695,18,0.10324483775811209,neg
'bored love breaking admiring gorgeous problem plot bothered admiringly critics good ',895,5,0.09385474860335195,neg
'fun cool dumb fun bad awful pretty good best best bad recommend mediocre super ',651,6,0.12135176651305683,pos
'well rejected fun rejected distinction paralyzed unpleasant effectively death logical plot impresses notfun unable favorite notgreat mystery bothered available 3 ',2019,9,0.08023774145616643,pos
'entertaining funny stealing joy scared fake notannoying ',878,9,0.06378132118451026,neg
'good good like good cheesy bad cheap worth dont ',755,13,0.06357615894039735,neg
'delightful confused superb dull suave lure fine entertaining enough hollow deplorable classy mightily unabashed lacking struck gold heaven best work cheesy ineffective ',1506,8,0.11155378486055777,neg
'nice hate nice beautiful blunt liked shiny good strong notdragged well glamorous love slow burning blunt well effortlessly fave blunt beautifully well notblunt trouble well qualm lacked dont worth loved risk patriotic pride awe ridiculous didnt poor useless ',2849,17,0.09055809055809055,pos
'recovery incredibly work devastating injury notcrisis realistic praise incredible bleed work didnt fantastic unwilling good smack rotten like stiff desperation greatest difficult ',1601,12,0.11180512179887571,pos
'delighted best dread blind ',745,18,0.036241610738255034,neg
'mighty notworked abomination mighty laughable bad bad knock awful ',1073,10,0.06150978564771668,neg
'mangle horrible notlike strike incredibly bad ',490,7,0.09387755102040816,neg
'rivalry leads famous bugs bugs enjoyable available notnotorious unsettling great ',594,3,0.13636363636363635,pos
'profound prejudices triumph exemplary excellent revelation dignified prejudices maturity delightful steal best fine clear great affectionate great ',1211,8,0.12138728323699421,pos
'offend good smack top engaging poignant ideal terribly strong leads dark well supporting well like fine ',547,12,0.19012797074954296,pos
'scared bad scared scary scared scary dont like ',267,4,0.1760299625468165,pos
'dumb harsh didnt promise like cheated fool didnt criminal perfect prison dumb idiot best wrong scary fantastically enough sneak like perfect crime didnt fall unexplained crooks hell important dumb notcriminal safe hell hell bug sneak secure criminal enough wonder like annoying wont important outrageous redeeming ',3036,27,0.10342555994729907,neg
'drag entertaining problem impossible didnt amazing ',665,6,0.07669172932330827,neg
'work interesting notlove amazing ',701,10,0.047075606276747506,pos
'greatest sin dull funny fast worth ',277,4,0.1263537906137184,neg
'worst bad shocked awfulness dont comical noises bondage worst plot bad bad bad ',724,17,0.10911602209944751,neg
'funny fat like annoying notnonsense well fortune persecution lost ',654,20,0.10091743119266056,neg
'horrible abused misery assault like shrill unappealing great unappealing appealing sorry funny variety ',1199,7,0.08590492076730609,neg
'3 fell love strange dont confused uncomfortable dont loud dont humor lack intelligence impressed silent dragged brash bitchy intrigue fool favorite dont well despicable brilliance wonderful favorite extravagant perfect outrageous banal delicious chronic irony intrigue fool mystery complaint insults respect like impressed satisfied grim humor originality winner ',2534,19,0.14325177584846094,pos
'worst prowess bored died bored best pleasant plot fans plot excuse clearly incredibly charming marvelously miraculous notfans clearly amusing well-made wont best ',2580,17,0.06279069767441861,pos
'great notnotgood skill ',357,4,0.06442577030812324,pos
'fiction mystery like 9 monster good good notgreat fiction like incredible best fiction forbidden good fatal tempest vivid matte famed monster famous invisible bonus well lost confused elegantly humorous love led leading lone survivor gorgeous mysterious killed good matte absurdity surreal sublime absurdity forbidden notperfect great better like classic worth forbidden happy vivid nightmare wisely best good realistic fail forbidden cold well dont ',4334,28,0.10383017997231195,pos
'didnt remarkable notgood sexy criticism praise murder split well cheap dead stupid tough hard dead hard smart cheap blame struggle hard slap bad lean ',2141,43,0.07006071929005138,pos
'notpraise flawed strong lie redeeming love messy shocking enough notpretty ',934,10,0.08029978586723768,pos
'doubt worst cheap terrible fat ugly worst notcrap ',653,9,0.07656967840735068,neg
'pretty awful mess smile hopeless gained paranoia dark unpleasant plot pointless fun worst ',695,7,0.12949640287769784,neg
'awful notcritical like wisdom notlike badly disappointed works work notworth not',1059,13,0.07554296506137866,neg
'notlike spirited boring ',578,13,0.04152249134948097,neg
'positive confused craziness better likes intelligent damaging attractive lead convincingly well inexperienced mistake talented proves ',915,9,0.146448087431694,neg
'plot dumb upset evil bad greatest well worth ',697,17,0.06456241032998565,pos
'worst plot accomplish like gullible respect intelligence dont awful awful ',482,5,0.15352697095435686,neg
'relentlessly stupid spectacular bad embarrassment laughable inept confused notfutility magnificent worth strut pretty ',738,3,0.15989159891598917,neg
'pleasantly liked witty didnt top great great interesting disappointed miss remarkably enjoy bad better loves ',742,9,0.14690026954177898,pos
'like great plot mess plot like terrible fortune enough unfunny joke unsure ',813,9,0.09225092250922509,neg
'... hung punish freeze work dont enough lover witty promised disturbing incorrect torture ',1018,11,0.08840864440078586,neg
'crap promise broken plot creepy goofy cheap right notscary hero angrily worse creepy scoff damaged childish respect tenderness drags die worst fears dont ',1490,24,0.10335570469798658,neg
'notimpressed intelligent dont amazing strange troubles stormy intimate incredible dont lose amazing ',718,8,0.1392757660167131,pos
'worst interesting great great falls like good ',355,4,0.1295774647887324,neg
'talent wonderful sue ',466,6,0.045064377682403435,pos
'great missed parody notbad clever dont strong beautiful fast tough plot vengeance notgold dont notinterfere well failed disappointment ',1617,13,0.08348794063079777,pos
'awful falls fair good crap well pleasure like well well ',760,7,0.07368421052631578,neg
'notbad evil stunningly beautiful indecision conflicting honest complex complex love complex simplistic complex dont right notlike damaged good damaged problems forbidden problems important lack soft dont ',1486,13,0.13728129205921938,pos
'amazing awkward talent passionate conservative notstruggle amazing troubled struggles gain passion like like ridiculously pathetic ',1347,12,0.09725315515961395,pos
'badly enjoyed skillfully fairly grand crap like problem wont like mighty slick sophisticated keen enough insulted killed sadly crappy notnauseatingly ',2529,99,0.05931198102016608,pos
'like great pleasure drag crashing pitiless destruction annoying bad heroine hilarious rocky like crap hero hero work nothero brilliantly crime work entertaining well waste crime arrogance notconvincingly fans bastard monstrous stupidity hero horrible advantage heroine weakness sting like plot alarming commendable hero hysterical wanton destruction unbelievably boring stupendous priceless incompetence ',3426,31,0.11792177466433158,pos
'didnt promising wise ',263,4,0.07984790874524715,neg
'pleasantly loses great recommend ',380,7,0.0868421052631579,pos
'resounding recommended positive like notinteresting cohere notwork famous convincing like unsupported interesting annoyed annoying intrusive notlaughable ludicrous didnt dont dont like like didnt like baffled disillusioned malcontent didnt worst poorly ',3250,41,0.07784615384615384,neg
'good bad fame fans golden interesting decent plot twists cleverly 3 available lovely recommend ',918,10,0.10348583877995643,pos
'award winning didnt work cry freedom notpopular notnotissues work charismatic wonderfully better charm racism notstruggles stronger sensitive plight tragedy humorous advocate advocate well notconfrontation dont better protest notwork prefer ',2481,28,0.09713825070536074,pos
'warning enough notodd plot glad memorable enjoying enjoy ',664,8,0.0858433734939759,neg
'bless fun fun notlike stupid revenge creepy kill wrong beauty ridiculous outrageous creative fun fun idiots stupidity outrageous killer notlike like cherish good recommend well kills creepy good good suicide slaughter creepy sorry great shame ',2282,31,0.10648553900087643,pos
'die hard good worth cry ',312,5,0.07692307692307693,pos
'neglected loved demon gruesome fine ',771,12,0.04669260700389105,pos
'threat bad well agonizing threat ',596,20,0.05536912751677853,neg
'enjoyed ',253,2,0.03162055335968379,pos
'tramp good tramp better tramp hates nice easy angry angel fine loved angel 10 ',922,4,0.08459869848156182,pos
'disappointment fails odd dont dont dont well break evil conveniently kills controversial ho-hum notsignificant love ... monster stupidity ',1801,14,0.07662409772348695,neg
'lucky enough great doubt best loving likes great refused dont wonderful right unfortunately good luck ',1270,14,0.08031496062992126,pos
'funny notdidnt talent pleasantly humor crude foul brilliant loud stupid hell doubt well ',672,7,0.13095238095238096,pos
'remarkable disturbing senseless brutal murder dick criminal tragedy brutality murder decent wasted brutal sad interesting immature scared petty like dangerous murderous proving enough cowardly unfortunate dangerous desolate notright murder law-abiding didnt love tragic poor pretty notintelligence charm interesting revenge killing murder notchildish brutal posturing like deter deceit fool deter clever petty charm willingly cowardly silly immature damaged dangerous horrendous crime stunning ',3356,28,0.1471990464839094,pos
'liked good best dont miss dont lost notgood ',584,17,0.07534246575342465,pos
'happy favorite critics ignorance lack humor cheap success happy leading happy hot success hot correct happy perfectly happy notcontroversial fall prejudice prejudice discrimination sadly issue problem wisely safe turbulent like wisely right idol great fabulous like wounds prefer worked well happy great restored perfection fun ',3799,31,0.08633851013424586,neg
'loved classic ',265,4,0.052830188679245285,pos
'notdecent free crazy crazy notgreat stupid cure nasty rash clear right notfun dont wont sarcastic petty dont 6 dont worth dire funny blind damn hated stuck damn wonder dont pain weakening loss notfav evil death crazy dazzling stupidly fun crazy proper right decent exciting heaven dawn worth ',4190,88,0.06968973747016706,neg
'classic sadly elite success breathtaking unexpectedly dont miss gem ',737,10,0.09226594301221167,pos
'like gem work well 10 like fine appreciated ',987,9,0.044579533941236066,pos
'mystery delightful critics failed talent enough amusing acclaimed ',563,3,0.1172291296625222,pos
'sufficient worth wonders notgood pretty well lost ',578,5,0.08650519031141868,neg
'romantic break like gorgeous loyalty love crash morality wonderful heroine cheer warm witty romantic effortless ',743,6,0.15074024226110364,pos
'love love leads greed lead pride love love enjoying success beautiful trophy mercy expensive support well good slowly hard problems fraud lies fleeing like betrayal greed pride devil dead wrong killed variety notdeath love loved proves impressive notgreedy criminal lack morality contradictory notloser desperate hang realistic easy notlost confused devil dead lead notbest broken love ease troubled easy problems ',3543,26,0.11685012701100762,pos
'good love slow plot bright like idle like dont ',460,7,0.10217391304347827,neg
'watered-down murder good nottension notdont pretty disappointing wonder appeal 3 ',965,13,0.08393782383419689,neg
'atrocious torture notplot preposterous obnoxiously annoying torture worse understandable ',773,9,0.11513583441138421,neg
'stooges redeeming classic notbad better notstooges good sad good well stooges good best better trash ',967,6,0.10444674250258532,neg
'forbidden love honor death modern unknown death mercy killing best devout clear compulsive guilty notpervasive bad grisly murder disturbing torture notgood ',1645,13,0.09483282674772037,pos
'slaves good easier embarrass odd work notamusing ',1041,18,0.04707012487992315,neg
'unfortunately terrible strangle bad difficult breakthrough like doubt improved obsession silly evil didnt worse badly hot popular lead unfortunately lack maturity ',1458,12,0.11179698216735254,pos
'excellent sensational monster hangs bad pretty good good twisted devoid winning cancer twist scam fancy failing shame like lead poor disappointment shiny tension violent lacked love trusting nothard sexy fascinate danger pretty good satisfying ',2102,12,0.11607992388201713,pos
'masterpiece skillfully killed dies work transparent dead award beautiful scary like led danger prize winner best ',1390,14,0.08129496402877698,pos
'versatility like like funny interesting leads fairly interesting good rape amusing unconvincing ',1004,9,0.09561752988047809,pos
'unusual strangely realistic startling maniac torture apocalypse warped frightening impressive well coherent absurdity cheesy bad enough ruin best not',1130,13,0.13185840707964602,pos
'excellent failure failure worth trash success great subversive failed support dubious reputation lie allegation insignificant diplomatic well drab dull accurate credence lie interesting remedy nottrash dont waste dont ',2069,14,0.10536491058482358,neg
'dont like wrong notlike notlike well ',305,8,0.12131147540983607,pos
'better notworst languish blind strange appreciate better sublime beauty worth ',968,21,0.08057851239669421,pos
'finest wonderful well attractive complicated tragedy chaos delightful 8 best good works wonders won best won brilliant ',766,13,0.15535248041775457,pos
'lovely like unemployed luck bad worse tank enough right notbroke notdire mistaken murder miss murder complicated enough logical comfortably enough murderous battered remarkably like nonsense tense exceptionally well fine happy ',2025,23,0.11209876543209876,pos
'complex loss inspirational love loved hated loves hated precise crime doldrums crumble instantly fragile lost well harshly notunrest notdifficult unsettling exquisitely lanky prison jobless unsettling loves dark fun loves rival handy shine dark seedy solid solemn breathtaking beauty abuse amazing notvague complex utterly difficult favorite tense like mystery mediocre notlacking plot **** ***** ',4481,43,0.08859629546976121,pos
'failure murder exciting pretty tired believable romantic perfunctory broken like straightforward invisible die-hard fans weak wasted kindly weaknesses effectively top ',1714,13,0.09743290548424738,neg
'terrible darkness falls dumb killed unfortunately darkness falls masterpiece garbage notlike pointless shiny poorly like notlose unfortunately like steals wrath bad problems idiotic undefined kills lose like killer kills lose steals darkness falls inspiration like burn rip-off nightmare notworst awful mess laughable laughable sickening funny dont scary scary 3 scary bad scary ',2460,32,0.1540650406504065,neg
'enjoyed brilliant death top didnt good enjoy recommend ideal great ',624,6,0.10737179487179487,pos
'negative doubt didnt didnt mystery plot didnt thrills rough enjoyed sorely disappointing good interesting didnt work 1/10 ',1021,11,0.11949069539666993,neg
'pretty good notfond plot great notfree murder grand top win free 8 ',529,5,0.1266540642722117,pos
'inspiration issues problem drag reasonably good sweetheart limited fairly talented lacked lacked joke not2/10 ',1422,13,0.07735583684950774,neg
'dark missed poorly notnotmystery notenough sad wasted notenough attractive lack notnot',815,11,0.10552147239263804,neg
'appeal pig like loved ',592,10,0.037162162162162164,pos
'killed crap twist angry lovable sin blah blah blah blah die death pretty cool fat great hang glad didnt furious ',962,9,0.11642411642411643,neg
'taboo controversial golden mistress golden dick won award gritty uncompromising notissue approval groundbreaking qualified dope illicit critical success golden taboo abuse award best best best memorable sleazy dark golden manipulate notoptimistic nifty counter-attack invalid bravo drunk wound work refuses work wild worth hustler notshun breaks poor guilt jealous sweetheart complains headaches legendary golden reluctant winning losing bad exhausted desperate falls refuses golden pretty golden lost ',5707,50,0.08796215174347292,pos
'issues good evil tremendously works unfortunately sharp lack plot ',696,6,0.09482758620689655,neg
'notunpleasant mawkish faith best poor jovial lead fame unusual dont unfortunately irritating fast fast talented pity worth ',1235,17,0.09959514170040486,neg
'notclassic good funny plot lying chaos loud talented worst funny notclassic notbad ',870,10,0.09540229885057472,pos
'10 nice scared hell scare plot kill ruin right demon hell kill trap dont wrong funny fairly entertaining hell ',924,9,0.11904761904761904,neg
'trust notlegendary best mistakes redeeming like flawed dark darker brighter whining immature irresponsible hates loser willingness dirty work cowardly leads falling pathetic well work support great like suffering worst grief stricken monster helped stuck unhappy selfish self-serving good 3 perfect crime calm master flawed unstable maniac believable hard castrated poor led murder worth great wreck dont worth ',3748,30,0.10965848452508005,neg
'better lost notgreat beautiful stunning bonus hard better good great fun tragic silly works well trust ',852,8,0.12089201877934272,pos
'hero notprize eagerly dangerous overdone notproblem disbelief incendiary fun thank good disappointing bad cheesy work winners ',1370,13,0.09197080291970802,pos
'strong clear violent harassed dire accusations strong fault like bent like hard honest interesting critical slowly prejudices antagonist genuine slowly progress stereotypical evil mistakes stupid unreal stupid unreal mistakes fall unreal promises ',1987,21,0.12430800201308505,pos
'right 9 modern works loved notloved passionate romantic heroine promised right unlikely wonder satirical ',957,9,0.109717868338558,pos
'inferior monster standout horrible revenge patient miss lead wonder sadly syndrome died *** ',790,10,0.11645569620253164,pos
'excellent good tired uncomfortable like notnotnothardened naive believable confusing falls supporting good helping powerful ',971,9,0.12770339855818744,pos
'beautiful good perfect greatest innovation worth ',655,6,0.07480916030534351,pos
'poor enough die smile fails poorly dull fairly lifeless poorly desperately lacks inspiration fair ',1050,9,0.09333333333333334,neg
'right like like skinny vile stuck screwed-up bastards stupid bad good kill enemy didnt kill pure bravo ',1235,29,0.08340080971659919,pos
'bad worst redeeming trash brilliant bright dismal problem leading tantalizing murderous successfully crashes unexpectedly violent strong work unsuspecting 1 10 generous bad ',1534,12,0.11277705345501955,neg
'enough guilty easier deny death like regretted well unavailable fairly honest tragically incredible talent ',782,6,0.13682864450127877,pos
'excellent outstanding impressive devastating like dictator pure charming believable ideally positive progress refreshing pessimistic good ',933,8,0.14790996784565916,pos
'dont didnt funny humor monster monster monster pretty monster like timid loves monster sexy pretty enjoyable ',1230,14,0.0886178861788618,pos
'1 triumph pretty triumph dont worse deficiencies plot notpositive ',1042,9,0.06333973128598848,neg
